0.3,0.89,0.2
0.3,0.89,0.21
0.3,0.89,0.22
0.3,0.89,0.23
0.3,0.89,0.24
0.3,0.89,0.25
0.3,0.89,0.26
0.3,0.89,0.27
0.3,0.89,0.28
0.3,0.89,0.29
0.3,0.89,0.3
0.3,0.89,0.31
0.3,0.89,0.32
0.3,0.89,0.33
0.3,0.89,0.34
0.3,0.89,0.35
0.3,0.89,0.36
0.3,0.89,0.37
0.3,0.89,0.38
0.3,0.89,0.39
0.3,0.89,0.4
0.3,0.89,0.41
0.3,0.89,0.42
0.3,0.89,0.43
0.3,0.89,0.44
0.3,0.89,0.45
0.3,0.89,0.46
0.3,0.89,0.47
0.3,0.89,0.48
0.3,0.89,0.49
0.3,0.89,0.5
0.3,0.89,0.51
0.3,0.89,0.52
0.3,0.89,0.53
0.3,0.89,0.54
0.3,0.89,0.55
0.3,0.89,0.56
0.3,0.89,0.57
0.3,0.89,0.58
0.3,0.89,0.59
0.3,0.89,0.6
0.3,0.89,0.61
0.3,0.89,0.62
0.3,0.89,0.63
0.3,0.89,0.64
0.3,0.89,0.65
0.3,0.89,0.66
0.3,0.89,0.67
0.3,0.89,0.68
0.3,0.89,0.69
0.3,0.89,0.7
0.3,0.89,0.71
0.3,0.89,0.72
0.3,0.89,0.73
0.3,0.89,0.74
0.3,0.89,0.75
0.3,0.89,0.76
0.3,0.89,0.77
0.3,0.89,0.78
0.3,0.89,0.79
