0.3,0.68,0.2
0.3,0.68,0.21
0.3,0.68,0.22
0.3,0.68,0.23
0.3,0.68,0.24
0.3,0.68,0.25
0.3,0.68,0.26
0.3,0.68,0.27
0.3,0.68,0.28
0.3,0.68,0.29
0.3,0.68,0.3
0.3,0.68,0.31
0.3,0.68,0.32
0.3,0.68,0.33
0.3,0.68,0.34
0.3,0.68,0.35
0.3,0.68,0.36
0.3,0.68,0.37
0.3,0.68,0.38
0.3,0.68,0.39
0.3,0.68,0.4
0.3,0.68,0.41
0.3,0.68,0.42
0.3,0.68,0.43
0.3,0.68,0.44
0.3,0.68,0.45
0.3,0.68,0.46
0.3,0.68,0.47
0.3,0.68,0.48
0.3,0.68,0.49
0.3,0.68,0.5
0.3,0.68,0.51
0.3,0.68,0.52
0.3,0.68,0.53
0.3,0.68,0.54
0.3,0.68,0.55
0.3,0.68,0.56
0.3,0.68,0.57
0.3,0.68,0.58
0.3,0.68,0.59
0.3,0.68,0.6
0.3,0.68,0.61
0.3,0.68,0.62
0.3,0.68,0.63
0.3,0.68,0.64
0.3,0.68,0.65
0.3,0.68,0.66
0.3,0.68,0.67
0.3,0.68,0.68
0.3,0.68,0.69
0.3,0.68,0.7
0.3,0.68,0.71
0.3,0.68,0.72
0.3,0.68,0.73
0.3,0.68,0.74
0.3,0.68,0.75
0.3,0.68,0.76
0.3,0.68,0.77
0.3,0.68,0.78
0.3,0.68,0.79
