0.5,0.84,0.4
0.5,0.84,0.41
0.5,0.84,0.42
0.5,0.84,0.43
0.5,0.84,0.44
0.5,0.84,0.45
0.5,0.84,0.46
0.5,0.84,0.47
0.5,0.84,0.48
0.5,0.84,0.49
0.5,0.84,0.5
0.5,0.84,0.51
0.5,0.84,0.52
0.5,0.84,0.53
0.5,0.84,0.54
0.5,0.84,0.55
0.5,0.84,0.56
0.5,0.84,0.57
0.5,0.84,0.58
0.5,0.84,0.59
0.5,0.84,0.6
0.5,0.84,0.61
0.5,0.84,0.62
0.5,0.84,0.63
0.5,0.84,0.64
0.5,0.84,0.65
0.5,0.84,0.66
0.5,0.84,0.67
0.5,0.84,0.68
0.5,0.84,0.69
0.5,0.84,0.7
0.5,0.84,0.71
0.5,0.84,0.72
0.5,0.84,0.73
0.5,0.84,0.74
0.5,0.84,0.75
0.5,0.84,0.76
0.5,0.84,0.77
0.5,0.84,0.78
0.5,0.84,0.79
0.5,0.84,0.8
0.5,0.84,0.81
0.5,0.84,0.82
0.5,0.84,0.83
0.5,0.84,0.84
0.5,0.84,0.85
0.5,0.84,0.86
0.5,0.84,0.87
0.5,0.84,0.88
0.5,0.84,0.89
0.5,0.84,0.9
0.5,0.84,0.91
0.5,0.84,0.92
0.5,0.84,0.93
0.5,0.84,0.94
0.5,0.84,0.95
0.5,0.84,0.96
0.5,0.84,0.97
0.5,0.84,0.98
0.5,0.84,0.99
